text,label,label_text
when the weathers ugh something like asthma so yeah ventolin,0,negative
gotta love how im waking home at midnite dangggg pray for mr im so jumpy,2,positive
im gonna miss eddy if were half the country apart,0,negative
 dont ask  hoping that today will be an improvment on the rest of the week looking forward to the weekend weather,2,positive
 of course id send it to you but i dont think it would survive the trip,2,positive
todays aba has been full of emotional tears  asd autism some days are harder than others  its hard to not intervene  poor baby,0,negative
 wow thanks for saying that man id love to illustrate childrens books,2,positive
 is it for dinner the amount for dinner ones is greater than say an afternoon snack a pack for the day is prob ok,2,positive
 i also have a brain tumor called jeffery,0,negative
loves fatty take away nights yummy  then coming home and facespacing with my roomies,2,positive
i love music so much that ive gone through pain to play s my sides of my fingers now are peeling and have blisters from playing so much,0,negative
im ill hate it seeing the doc at  too ,0,negative
good morning  court  crossfit  bible study  someone very specials house  httptinyurlcomcjs,2,positive
my chick wont shut up  will only stop chirping if i sit with the bloody thing,0,negative
just drove with my mom and brynn my mom said im the worst driver everreally,0,negative
gor i am soo bored man i dont think i could get any more bored,0,negative
 sure ill follow you hun  ohh thank you are you a subscriber on my youtube,2,positive
im kinda sleepy i was up too late texting a nice boy making date plans for next weekend,2,positive
 sorry ali,0,negative
   and blast  im at lmhr tomorrow and sam out   who is running it  i could see if she could join next week,2,positive
_o_ash i do too plus more happy mothers day sweety,2,positive
 thanx sis ill b sure to let them know how many people r praying wthem,2,positive
in arch drawing checking out mvccs cad degree looks good to me,2,positive
unemployment line here i come,0,negative
 ps i heart your face,2,positive
  just amazes the heck out of me stillthis internet thing,2,positive
is sad that piggy died,0,negative
 rofl we arent wearing dark grungy though i asked bradie if it was ok he said yess,2,positive
 im just sick of stupid guys but for a moment u make me believe not all of them suck then i get back to reality,0,negative
  followfriday thank you  im still not even close to what i had as ,2,positive
wtf facebook just cleared out my whole survey and i was on the last q this night gets better and better  what else is next,2,positive
joeys getting a new lizard this should be fun  x,2,positive
_colossus lol cheers mate yeah it went well thanks,2,positive
 braving the standby line  theview bright  early today hope to hear about your book  hope i get in rd times the charm,2,positive
 thanks hon project bra starts today,2,positive
welcome to everyone  playerstationit is now live on twitter wwwplayerstationit,2,positive
justcause summer hours say our day ends at pmdoesnt mean i really get to leave at ,0,negative
httptwitpiccomwb  gotta a show on monday at  hopefully my head will be better by then,2,positive
 what was the compiment im glad youre having a good time,2,positive
says from now it will be impossible to plurk from work  system administrators closed the access in the firew httpplurkcompxjw,0,negative
  but they are expensive,0,negative
is wondering what actually to do when i have a week to do  all bar pack most peeps r leavin too,0,negative
poor nicole just absolutely destroyed her cell phone,0,negative
oh man there are dead deer everywhere in michigan,0,negative
 hahah no not that valley thats cool valley texas valley likerio grande valley ahhaha i wish i lived in california valley,2,positive
legs are hurting because i was standing up all day,0,negative
im so done with this cold i really wanna go out tonight but i really dont feel like it,0,negative
oh tonight is a good night,2,positive
sad because i cant go over my friends house,0,negative
 yeah that was my point  please dont make me feel worse than i do,0,negative
i need a blackberry,0,negative
 loll  of course me tooo   i love their new song toooo ,2,positive
 hey babee  love yoooouuu  rp time,2,positive
panda express its been so long ive missed you,0,negative
 there is a motorcycle for sale down the road mind you itd be stupid of me to get it summer  months away,0,negative
a lovely weekend away at kits coty now relaxed and well rested and ready for the week ahead  back on nnc in two weeks,2,positive
 so sad that schools have to close,0,negative
 apparently  havent tried the site tho maybe will get better results,2,positive
my nail broke  i haaaaaaaaate,0,negative
 what a cute dog,2,positive
 it has however got me out of doing the gardening  something for which i am eternally pleased,2,positive
sewing things is nice  i feel crafty and productive and foxy,2,positive
so bored need more people for rsmv   jagex doesnt let u say rsmv unless its the first word u say in the sentence sad,0,negative
 ooh coffee  great idea  want one,2,positive
imm tired of callin   hearin other convos  i wanaa call himm,0,negative
thought id check out home that was  minutes ago downloading update now home squarethats why i cant be bothered with it sony,2,positive
i dont wanna miss the laker game tonight im so sad,0,negative
finishing this giraffe then getting some sleep super excited about tomorrow,2,positive
worst day ever and its only noon,0,negative
something strange in the air lately been setting everyone on edge going to do a good smudging of the house good to do those anyway,2,positive
just got out of the vast show  it kicked  just as mindblowing live as on cd sang my fave songs im n awe,2,positive
misses her phone having no service sucks,0,negative
at work i dont like today its nasty outside  cant wait to get home today and clean my house,0,negative
i would rather end up heart broken then have regret because i didnt take a chance,0,negative
what am i doing atm httptwitpiccomjmeh oh yeah apple juice  im such a rebel,0,negative
 im with you there  filing is so much less fun than sorting cos you still have to look at it  hunt down details,2,positive
the classes with my students are over  gonna miss them,0,negative
